author_id;username;name;description;tweets_count;Type;Cate_1;Cate_2;Cate_3;created_at;geo;id;lang;like_count;quote_count;reply_count;retweet_count;source;tweet
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-11 14:40:39+00:00; ;1513527452894736388;en;19;0;1;0;Twitter Web App;Something I made back in 2012, feels more and more relevant lately https://t.co/UkENwUulOQ
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-07 00:23:25+00:00; ;1511862173684932609;en;8;0;1;0;Twitter Web App;"Some medical/health things came up and I can no longer go to GSFC 

Just letting y'all know I'm okay, but I'm going to be unavailable for a few days. My apologies to everyone affected"
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-04 19:12:53+00:00; ;1511059247521570819;en;61;0;20;0;Twitter Web App;Do yall like Watership Down? 🐇👀👀 No Reason
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-03 15:00:26+00:00; ;1510633330315776000;en;2;0;0;0;Twitter Web App;@AmmyStarForgi Hey! Normally character pins are just people who've commissioned me- but if you want to be a sponsor as well (and have advertisement opportunity) I can talk to you on DMs!
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:29:19+00:00; ;1510263111986597890;en;0;0;0;0;Twitter Web App;Bump!
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:08:18+00:00; ;1510257823195750405;en;1;0;1;0;Twitter Web App;@Slumberyote @gravity1046 This screams you
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:06:51+00:00; ;1510257456433270789;en;1;0;1;0;Twitter Web App;@Starry_Lanterns I never learned how to sew anything complicated, I've got mad respect for people who can sew! It's such a versatile medium
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:06:21+00:00; ;1510257329878491145;en;0;0;0;0;Twitter Web App;@starflightart It's a valid medium! I'm pretty much only a digital artist at this point now too :)
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:06:01+00:00; ;1510257248236449792;en;0;0;0;0;Twitter Web App;"@raythebishie Thank you so much!! &lt;3"
3353360296;Elvenhound;James Pascal @ BRFF | AC | FD;"#actuallyautistic James | He/Him | Trans | Autistic | White | Level 27

pfp by @hostilecroc";21357;Paciente;TEA;nan;nan;2022-04-02 14:05:44+00:00; ;1510257175859539973;en;0;0;1;0;Twitter Web App;"@Zipzap_CorgiFox Oooh have you done any recently? I have huge respect for oil painting ;o;"
